index,A,B,C,V
454,-259.58475316551505,-653.8502865950328,-571.0459764817325,0
455,-258.63909493888383,-653.9056593029612,-571.8538089203722,0
456,-259.43101001517977,-654.41293538471,-571.5623712862642,0
457,-260.03399513323393,-654.483567954712,-571.5682179784557,0
458,-258.96959331289236,-654.4821734602194,-571.2396687840641,0
459,-259.2391908052825,-654.1955087515062,-571.1160740327588,0
460,-259.6901005951365,-654.4013722622045,-570.790171980306,0
461,-479.041203553272,273.9108783364318,465.932185109342,1
462,-259.5488161699325,-653.9778990047712,-571.5504263097586,0
463,-1277.3205274132474,-1073.0944948328124,-675.4079146337224,1
464,-259.2000750802294,-654.438154793245,-571.1760438304768,0
465,-258.999784501571,-653.7962371169543,-571.4373387017188,0
466,-259.4341058851142,-654.3288708020674,-571.9648090168769,0
467,-259.40903496688725,-655.0575811575387,-571.9159699034232,0
468,-259.5372727463241,-654.7403381585871,-571.285701873697,0
469,-259.3105812857046,-653.3699475044855,-571.6473210436349,0
470,-259.41573059189994,-654.3251212105308,-571.1751863743652,0
471,-259.2116971717314,-654.3797634881032,-571.2836616915513,0
472,-260.1217314649247,-654.6823619533649,-570.8598071372592,0
473,-259.7376321450762,-654.4734435933048,-570.8268960624032,0
474,-259.1263206220435,-653.8340935005991,-571.0007570816597,0
475,-259.27310042344044,-654.3739050414414,-571.605991109911,0
476,-258.75379514143634,-654.1912771228641,-571.4163556224179,0
477,-258.74356272072504,-654.5724944148038,-570.6449031539615,0
478,-259.81896777284203,-654.3860118115847,-571.343020981836,0
479,-259.19745151126114,-653.6487692974754,-570.8234028847589,0
480,-259.8040242405009,-654.4760961344319,-571.4777013571163,0
481,-259.7933250618483,-654.08517168421,-570.8139527047905,0
482,-258.37238556099766,-653.5588468738116,-572.5633888702423,0
483,-259.48729764222816,-653.9351276432475,-571.25772069469,0
484,-259.35581451329244,-654.8053320285607,-571.8140928211081,0
485,-259.8303825514069,-654.6854808094889,-571.2799152747133,0
486,-259.6697848039584,-654.583277436259,-571.4815241364278,0
487,-259.8015307428078,-654.9832732679054,-571.9724392739173,0
488,-258.61424215186355,-654.3736034685589,-571.779759964137,0
489,-259.3548808169919,-654.8168477970296,-571.4183472225079,0
490,-259.11194172175,-654.4689041729664,-570.6167028395121,0
491,-259.32403449519046,-653.97479513553,-571.6766553732215,0
492,-259.1973917705338,-655.1776250445325,-571.5144345444501,0
493,-259.59934364784453,-654.2866435909889,-571.1966488134788,0
494,-259.8175888088132,-654.3942878625246,-571.0105179786318,0
495,-258.85996563714735,-655.0861757089881,-570.7841269875884,0
496,-258.87027818004265,-654.3099409886208,-571.6503413777231,0
497,-260.2176482704147,-654.6340670564493,-570.4433689782943,0
498,-259.4195319468357,-654.0614915361705,-570.515731642838,0
499,-259.4413180863205,-655.1233585002951,-571.0261756927506,0
500,-258.881219649487,-654.206929116286,-570.941198127869,0
501,-259.2995072181915,-654.4616131649713,-571.2001187813095,0
502,-478.6154618358676,274.1958321269001,467.2766536919047,1
503,-259.37830087279445,-655.0650209027356,-570.6390880006595,0
504,-259.03776412847157,-654.5147492411193,-571.4922283554941,0
505,-259.7025506343326,-654.4153770506412,-570.9663012134557,0
506,-260.1069421599759,-654.1540990689595,-571.3343765636039,0
507,-259.6594368283368,-653.7255274045165,-571.5247832590353,0
508,-259.16524540908586,-654.6307212173604,-572.3056239572187,0
509,-259.7715257200323,-654.8635742780325,-571.0855736763125,0
510,-259.65437401205645,-654.2199790465544,-570.9822816533286,0
511,-259.33397827628136,-653.9909080603686,-571.3775595793945,0
512,-258.86571635700034,-654.5045025538698,-570.722843593562,0
513,-260.14929524028923,-654.9165446247403,-571.3428450567087,0
514,-259.11146738387527,-654.1409778683238,-571.2297096954537,0
515,-259.3683061945514,-654.3665940200683,-571.0397015554988,0
516,-259.7175650439439,-654.1980366794957,-570.7587171702882,0
517,-259.45572969912934,-654.2560664405853,-570.7043298617149,0
518,-258.93770553929227,-654.4497549143643,-571.3832153385717,0
519,-259.54534394453145,-654.9813298784549,-571.3592794281927,0
520,-259.64088114894173,-654.4453557002533,-571.2263332935837,0
521,-259.88866512658024,-654.5702689878937,-571.5306902797435,0
522,-259.2603585443503,-654.2234459024334,-571.870464905402,0
523,-259.4021905784413,-653.7065339153851,-571.4122905922337,0
524,-258.84775752319166,-654.9309155871559,-571.6729417398097,0
525,-259.14648322915724,-654.0068461437069,-571.2701379509467,0
526,-259.53771101597954,-654.4871067516591,-571.1492955182412,0
527,-259.41700063750847,-654.0682157304623,-571.494250152094,0
528,-259.6559750425462,-654.2485295881008,-571.0575338064816,0
529,-259.1214076611157,-654.4690787006156,-572.2707505309199,0
530,-259.66710204304536,-654.4864628016647,-571.2076508018473,0
531,-259.26225147485246,-654.8324697516615,-570.7164143973171,0
532,-259.7119363466704,-653.997904817388,-571.5429209772923,0
533,-478.76540007929077,274.92962319378853,466.52120323095755,1
534,-260.0572550578635,-654.3694468007131,-571.3181587235705,0
535,-259.491839846319,-654.7500404639842,-571.346174814785,0
536,-259.5908552162692,-654.5221665002703,-571.0610376409742,0
537,-259.60736466816303,-654.1143994584053,-570.8300630713786,0
538,-258.9868459179404,-654.6290898087517,-571.1466808909856,0
539,-259.4429063973618,-654.9465705077056,-571.2973632581501,0
540,-259.6257562650261,-653.7256067347282,-571.3440077130549,0
541,-259.1727866101196,-654.408266644738,-571.6824056285491,0
542,-259.087776952894,-654.3008892866242,-571.532545213359,0
543,-259.4022836962912,-654.9082829554104,-571.5840882994171,0
544,-258.7508522649457,-654.0395011554853,-570.7528494000887,0
545,-259.80732591135916,-654.606535695193,-571.6711202764988,0
546,-259.8767695060767,-654.3763524683651,-571.0719923327665,0
547,-259.1830501887392,-654.3193959567894,-571.9252014846115,0
548,-259.88512989924817,-654.3722143123625,-571.8665462922539,0
549,-260.0224846860426,-653.6047206212603,-571.1684087079451,0
550,-259.09522892903215,-654.6103904691789,-571.6878300234545,0
551,-259.81570998610187,-654.483509645432,-571.2461598899569,0
552,-1272.6498688446675,-1071.0697236578153,-675.0357100569117,1
553,-259.319562371993,-654.7008692907783,-571.8393981032907,0
554,-259.69233486573415,-655.0282775795483,-570.7047735213143,0
555,-259.08002994521013,-654.2283471106407,-571.2752767514276,0
556,-259.3496536095838,-654.1909232475313,-571.0375550051083,0
557,-1274.8726929673776,-1072.2238809247467,-674.7224436746488,1
558,-259.0966900913303,-653.9308349736683,-571.548895355346,0
559,-259.83107817765233,-653.6632550383439,-571.129322731656,0
560,-259.50573709412214,-654.2725124983888,-572.272322276677,0
561,-259.7066333528446,-654.4302697718769,-571.7536585087003,0
562,-258.73982005239986,-653.8030909247535,-571.8148198275575,0
563,-478.5101929183483,273.7309206311485,466.797734726509,1
564,-259.2138206524513,-653.7491677696927,-570.8545561262692,0
565,-259.77854934541085,-654.6514143302743,-570.8601300369829,0
566,-259.45073537918387,-654.5071362673068,-571.4121453396932,0
567,-258.2376058065559,-654.7856362815332,-571.628865732,0
568,-259.5012381813187,-654.1165580604668,-571.8064871245792,0
569,-478.7352551705264,274.0332757667019,466.59727621499735,1
570,-258.91019388042423,-654.3702231846172,-571.2732649204586,0
571,-259.55463493232793,-654.2788837900306,-572.0388988176778,0
572,-259.43450787303084,-654.3708843486928,-570.9468000727068,0
573,-478.54270442282126,274.1173515409991,466.4643841788974,1
574,-259.1352844553093,-653.776992318982,-570.989625331023,0
575,-259.94596941666344,-653.7908498291924,-571.1503314226389,0
576,-259.5626196844335,-654.6071098132052,-571.7700370452804,0
577,-1274.5553285935655,-1069.3836023635963,-672.6839363577284,1
578,-478.99353028048677,273.6300256135593,467.20943174714387,1
579,-260.51443214975825,-654.9146086898264,-570.9689258432479,0
580,-259.73639225368083,-654.0960270333959,-571.3880123905197,0
581,-259.8108840023848,-654.7647322547316,-570.8637331690646,0
582,-258.9579942650741,-653.8412112013489,-571.7850019163046,0
583,-259.4882999014299,-653.9652410691491,-571.2960293272482,0
584,-259.2731742806995,-654.6138724782465,-571.3102474754041,0
585,-258.9275134351941,-654.2457395818553,-571.2396631814295,0
586,-259.31072597556005,-654.2893913793622,-571.471048970845,0
587,-259.34014369015176,-654.2890017943859,-570.419741796658,0
588,-259.50041501596974,-654.4806082694187,-570.5834707103071,0
589,-258.88630153935026,-654.8256503301687,-570.9271309055432,0
590,-259.2684111669226,-654.4249705648342,-571.5580953096528,0
591,-259.68104573006696,-654.3976029869867,-570.9969825728577,0
592,-259.575443087668,-655.1160421842545,-571.6970210143071,0
593,-259.25424382235485,-654.2407333206744,-571.785799776237,0
594,-259.3498730877517,-654.4310604632411,-571.557139643827,0
595,-259.5541897935491,-654.6865209239868,-572.1007786385876,0
596,-259.50654616536804,-654.7315691848105,-571.0866874896295,0
597,-259.6997960094463,-654.1573546813726,-571.3582949319397,0
598,-259.7489289176398,-655.1116487243652,-571.104304174143,0
599,-259.35727740496935,-654.9498587840102,-571.403805076315,0
600,-259.0574656330038,-654.7044870790158,-572.9213695544004,0
601,-260.02971860715974,-654.8443337195922,-570.8846493119079,0
602,-259.04538092390635,-654.098039444922,-571.25045955536,0
603,-258.6089103650341,-653.6661158835242,-570.8729134144821,0
604,-259.573839611859,-653.9622509364723,-571.4770559324003,0
605,-259.448560779193,-654.3718804910568,-570.8486395872904,0
606,-260.08849243672904,-654.1073997246993,-571.2715173131227,0
607,-258.8158215398306,-654.253093529764,-570.9290991350533,0
608,-259.4465686131594,-654.1909438072056,-571.6873583300303,0
609,-259.43287823514135,-654.3631469012528,-572.1159121694203,0
610,-259.271567377058,-653.962003849207,-571.2340360409197,0
611,-259.3835257179111,-654.5744749333561,-571.0482749067086,0
612,-259.4666973588323,-654.4266974357979,-571.0847690961837,0
613,-259.38652102036616,-654.6127073767087,-571.4080646164305,0
614,-259.22753566557986,-655.1469685321284,-571.1810802710313,0
615,-259.5044850622906,-654.296153162243,-571.318191887178,0
616,-1271.8142017489756,-1070.4973451379133,-673.6146448202998,1
617,-259.50491397489,-654.3280859735335,-571.4932244027062,0
618,-259.44229999199933,-654.3982024667362,-570.9980464130263,0
619,-258.8829445868505,-654.6449389061696,-570.29894893358,0
620,-259.38579168243655,-654.4425686963933,-571.6298428403499,0
621,-259.4503725264794,-654.3716002611677,-571.5556304167243,0
622,-259.49300573311035,-654.7825523565002,-571.4619768008946,0
623,-259.2642456879566,-654.4841992433398,-570.9325288773697,0
624,-477.5973940932802,274.49279890246703,466.78479773658904,1
625,-258.87869905043027,-654.3635201830447,-571.4041103026414,0
626,-258.838775242875,-654.0831146306957,-571.1203962932359,0
627,-259.1521269543494,-654.7339691225005,-570.8906321466445,0
628,-259.38253716462214,-654.214664198411,-571.3811579516506,0
629,-259.0923872831647,-654.1536860958505,-571.5490886361937,0
630,-478.3663863741024,274.01694919342015,467.0601997348867,1
631,-259.36417660161965,-654.0375542211514,-571.0516110241144,0
632,-259.69157685278833,-654.7674719936354,-571.6269883449834,0
633,-258.75706493241347,-653.9690914532205,-571.5036996285498,0
634,-259.46668996130313,-654.0770373797077,-572.1093873002878,0
635,-259.58776209056134,-654.2808433958073,-571.9317580538087,0
636,-259.0726892520728,-654.1148342158226,-571.2872435071741,0
637,-259.49428332732424,-654.3778182996019,-572.0592026924337,0
638,-260.3028233887246,-653.8842512820112,-572.186269410562,0
639,-259.747771782791,-654.7091450273738,-571.5452164605865,0
640,-259.74052743935266,-655.7791831193288,-570.9537086171571,0
641,-258.85695922045215,-654.3360770310029,-571.1875350826361,0
642,-259.0176547263305,-653.4671392297311,-571.1594580077766,0
643,-1274.1384345172444,-1070.145073053106,-674.1613828367047,1
644,98.9406134781948,99.96535708010052,-29.371978093361157,0
645,99.04636035628378,99.84558683576911,-29.407098297158953,0
646,98.81107376485086,99.85092184040506,-29.3181917817969,0
647,98.99397690438062,99.97653471197923,-29.364542807279857,0
648,99.03953725660146,99.91499625028119,-29.40322347223982,0
649,99.06481479721435,99.92083048000494,-29.365678437526654,0
650,99.0586441846843,99.90261162505833,-29.325248689479537,0
651,99.12695134684883,99.86219775520371,-29.35578996411644,0
652,-1277.4097962799801,-1070.8379779989211,-671.3250757506036,1
653,98.92639941709368,99.82226432453713,-29.2476074623717,0
654,-1274.4864514262263,-1071.653517467182,-672.4089022864578,1
655,-478.8579640082407,274.96310472533077,466.21477021160416,1
656,98.99270528303684,99.95835079331796,-29.228864538059266,0
657,99.07642446624264,99.96574232986575,-29.4358303105,0
658,98.92435825967397,99.81179885541134,-29.299108789581517,0
659,99.0809271442046,99.85279238671615,-29.23947903440614,0
660,99.04984020864181,99.98697226852084,-29.249458094017296,0
661,-1276.2520437204357,-1071.2750394964478,-673.5390228966896,1
662,98.89636473465173,99.942363682453,-29.316765402884055,0
663,99.18581919919791,100.0238268824353,-29.13410087510854,0
664,99.06187623089215,99.99034781617515,-29.11403086665276,0
665,98.91142495360323,99.98672657890644,-29.22196558340508,0
666,99.19468461495624,99.7431562469707,-29.245871261153365,0
667,98.91687926241868,100.09419481542503,-29.257984963158254,0
668,98.87829654330461,99.98138048056131,-29.219110351164428,0
669,-479.20612033164076,273.80616869882965,466.4561439495694,1
670,-478.40751833082754,274.062015854238,466.2596817400106,1
671,98.94702489861972,99.96757573361184,-29.393873028325466,0
672,99.0776750659342,99.86506889609532,-29.38821365015904,0
673,98.96339498463868,99.87662768094631,-29.535027152664693,0
674,99.00080616487897,99.88822362580187,-29.35616102365132,0
675,98.98289728097082,99.85324705898057,-29.37216072375145,0
676,98.8953420801193,100.03821246132183,-29.296056883022253,0
677,98.96374779172417,100.0247154856865,-29.51790509929962,0
678,-1271.9626618237273,-1069.936532985519,-673.2170595593803,1
679,99.00100976396466,99.70115942278059,-29.385519341955384,0
680,99.07977328632964,100.00363289596615,-29.382443886789606,0
681,98.97769054972666,99.92716221645848,-29.280107944398562,0
682,98.90218441424457,99.90877303523624,-29.394831411258536,0
683,99.0422953379501,99.90922293324608,-29.356756006595184,0
684,99.063840620948,99.95101890202402,-29.281004864950848,0
685,98.92595926081955,99.79186253236406,-29.487301672937765,0
686,99.06626516402123,99.98603228312858,-29.374475859280594,0
687,99.0005329101711,100.0934942446895,-29.35248843089644,0
688,99.05255315161693,99.94180025330421,-29.25492233916854,0
689,99.01914959074634,99.74723536513903,-29.27845505693254,0
690,99.0048039523669,99.7740790607556,-29.430938871501176,0
691,99.05568369112399,99.88885615677746,-29.3907982851628,0
692,98.94975860447424,99.98133959650158,-29.29332280676913,0
693,99.08939139019739,99.65863424828234,-29.336340530859086,0
694,98.99038574772896,99.87426845685698,-29.438231983574916,0
695,98.98764855169533,99.90049447623643,-29.202220498142854,0
696,99.06755487368052,99.90652103486703,-29.25657785425991,0
697,98.96313908206075,99.85247206283422,-29.388743799975856,0
698,99.02396462534806,99.9193941282247,-29.365105016204783,0
699,98.93673799756014,99.87854307906251,-29.470854027784906,0
700,99.10097891911337,99.95913683715591,-29.428166260867343,0
701,99.06406944580853,99.79532265805246,-29.276809009182706,0
702,99.09088499533274,99.71355344921591,-29.251472623128862,0
703,-479.509590459578,273.963371702446,466.9020746392199,1
704,99.05665508476027,99.96718146876748,-29.459309153605563,0
705,-478.7596393456076,272.9820452651062,467.52213267682436,1
706,98.77354055790433,100.00393107116491,-29.39571062242976,0
707,98.91073896996929,99.91560620024653,-29.347114306033035,0
708,98.89842658909411,99.88417909994166,-29.283910455570624,0
709,-478.5100426072866,273.6317349564985,466.00383250780953,1
710,98.78865703774363,100.05400565784286,-29.511121783250623,0
711,99.13007582368031,99.93091303524525,-29.332330262958966,0
712,99.1009907944996,100.06363088896309,-29.297855455136855,0
713,98.95623465808646,99.99732084424818,-29.377873978916348,0
714,-478.8530270096111,274.0634286587977,467.35233855478106,1
715,98.97857725077058,99.9463173388527,-29.547222102308673,0
716,98.77765609894983,100.00511626522236,-29.267600907792566,0
717,99.0740194321955,99.81338467369203,-29.383604486328395,0
718,-478.60195924290076,273.54512239446393,466.45798429528475,1
719,98.91325941320608,99.9417018634388,-29.153433225391986,0
720,99.03192579584021,99.71617824276225,-29.199259878152457,0
721,98.84079676702477,100.00017520416885,-29.22332997460502,0
722,-1276.510715938421,-1074.1869465232771,-674.7648182619332,1
723,99.02085332283386,99.76922528616217,-29.24136534577936,0
724,98.9592473234671,99.75711138411391,-29.479350744913916,0
725,-1274.8088945621394,-1068.1865154365626,-675.8535657631113,1
726,98.8108829468314,99.95870338309629,-29.403376204695373,0
727,99.03980630384413,99.67803354846775,-29.20094326640817,0
728,98.90356396462333,99.997415876617,-29.210683756276108,0
729,99.12250972849687,99.80135638117575,-29.348276307353224,0
730,99.01760274736307,99.81604197024105,-29.197312895242984,0
731,98.97433908084837,99.9818077134926,-29.262497916218326,0
732,98.89345471879636,99.8474854244828,-29.367648183906706,0
733,98.87756024635505,100.05955572027472,-29.441069053952578,0
734,98.91751990259334,99.9247758697634,-29.343171697648103,0
735,99.00240225682536,99.7918030412968,-29.319244681811973,0
736,99.0558113178043,99.90382326758954,-29.3190323324624,0
737,98.96065312700073,99.87051181565873,-29.350033975295744,0
738,99.0786149499307,99.93638272947253,-29.29587987001684,0
739,99.07950020887962,100.02894057565341,-29.188718062973393,0
740,99.08548196936503,99.8854221906697,-29.23709382613702,0
741,98.98084053149691,100.03328983600576,-29.37321603207997,0
742,99.07710576190276,99.9928032175857,-29.121893882720034,0
743,-478.7854484803563,274.42050307353185,466.6405977823451,1
744,99.06063072491177,99.71605667763835,-29.346611230266653,0
745,98.76656325812927,99.87560411866887,-29.183928987619854,0
746,98.99575062167871,99.78567751369717,-29.427855773053963,0
747,98.98566439516463,99.7829401028167,-29.302659723389468,0
748,98.89755893600797,99.99290882910113,-29.27771981635031,0
749,98.98477928971306,99.91939416026005,-29.467547996668944,0
750,98.79838592016117,99.90575423248323,-29.241598107201842,0
751,99.10496468997127,100.05398178185314,-29.522383545204153,0
752,-478.43338867722713,273.7899853510224,467.1518279317008,1
753,98.92877281242941,100.11868651857426,-29.482480212426474,0
754,98.99412105213219,99.99155482007023,-29.357504867840724,0
755,98.93138866745093,100.00330631122513,-29.403600415628304,0
756,98.96049096780419,99.99811397028631,-29.46008613059391,0
757,98.87962860611451,99.86602425257864,-29.154210809445107,0
758,99.08172998366186,99.8020340071529,-29.21616183541234,0
759,99.00562554842253,99.83027375553199,-29.29211768700425,0
760,99.01260477929944,99.9370196349004,-29.45395674012749,0
761,-1275.3590230956963,-1070.838373443875,-674.4322135958975,1
762,98.96092364378387,99.83928890838075,-29.44020261902648,0
763,99.06263538179897,99.96884989445334,-29.38694076326028,0
764,-478.7957933129991,273.8256026904936,466.8234988438727,1
765,99.11975409430751,99.78297614992204,-29.486719989340898,0
766,-478.32193939692814,274.14450220014913,466.396775375123,1
767,99.10690040640804,99.76738307364259,-29.395959596270927,0
768,98.92185731694741,99.94440724234404,-29.35221272982029,0
769,99.01016368773622,99.79480486611394,-29.37167923656948,0
770,98.9895333433508,99.63704638277422,-29.267311835026312,0
771,98.95679324696971,100.04652671946052,-29.201426621358628,0
772,99.0447150644989,99.6775251579772,-29.203209569150488,0
773,99.07193858465541,100.01095419204763,-29.150227734910086,0
774,98.98622428777549,100.09173636666762,-29.23848331262789,0
775,98.96572195409915,99.92838443481587,-29.408186537509003,0
776,-1275.3952214213496,-1072.5615317089887,-673.6238323781187,1
777,98.9279498872443,99.96250903743093,-29.248817754010798,0
778,99.00550837224068,99.81193411597238,-29.257727889936387,0
779,99.03914241319595,99.94465601365611,-29.461708216119167,0
780,99.06533981817516,99.93101890104965,-29.278158964799335,0
781,98.95332017520357,99.8843986784737,-29.248625449345216,0
782,98.96312528503783,99.95893278035835,-29.46424697123638,0
783,99.06504480678853,99.96483637717286,-29.501803012255728,0
784,99.03172448544224,99.84165660926969,-29.236435636901714,0
785,-478.84914989682454,273.9676020481055,466.60711997175383,1
786,99.05154090617621,99.97800247347055,-29.319835120531987,0
787,99.09602099257344,100.04772806776951,-29.382073892896123,0
788,99.00623180567489,99.85012758320728,-29.436145614299658,0
789,98.92850303729861,99.79807534031413,-29.19481698675346,0
790,99.0715419102828,100.05600207266541,-29.113487854182903,0
791,98.92965519053351,99.88945809564301,-29.539225416270206,0
792,99.03066978429632,99.8708176381301,-29.377426852709124,0
793,99.09778412596195,99.97786445037909,-29.34509905266705,0
794,98.99412322729472,99.79478362039,-29.532360800692,0
795,98.97417361846135,99.89764255276758,-29.228634571731966,0
796,98.91459036544103,99.84096509688268,-29.467217905747148,0
797,99.0623379712247,99.7867422119497,-29.363809862203166,0
798,98.98725352654222,100.07135451640232,-29.40160064566514,0
799,98.98649489548329,99.81056169227307,-29.28159541403112,0
800,99.10409378932201,99.7400443720256,-29.46650345314888,0
801,99.06910358188115,100.03513649501414,-29.291448022941182,0
802,-478.4367921509451,273.87521202316566,466.8366264271234,1
803,98.98399758654298,99.82016160972061,-29.388642137485775,0
804,-479.60399894335904,274.29981968234745,466.1434933304985,1
805,-1274.4299300135801,-1068.6916717771346,-671.1492238855222,1
806,99.12880982206292,99.9455516453008,-29.49567448247571,0
807,-1278.7004369235515,-1073.0923670277277,-676.2129557515236,1
808,99.09840884477191,99.85363700628714,-29.290045123711263,0
809,98.9660735269438,99.93086555874588,-29.37414939238488,0
810,99.02042639993323,99.91999745183277,-29.31056780803255,0
811,98.8673937017134,99.94714209050895,-29.20041231247179,0
812,-478.85036242437235,273.9284798682728,466.71670608415405,1
813,98.98469413538133,99.97392937242364,-29.37150209255802,0
814,99.00456648709122,99.97944015252182,-29.264775537899837,0
815,99.08633401799311,99.91378063046136,-29.24127101912115,0
816,98.78833832437888,99.88509254159487,-29.279112017131162,0
817,99.00616433649424,99.86444100927866,-29.225414824903616,0
818,99.04584906218525,99.97705625867096,-29.21780368867825,0
819,98.91336150090976,99.92836288484672,-29.317636045779384,0
820,-1277.3242792100227,-1070.2781042254553,-676.3884004289592,1
821,98.99744770947301,99.81769113010296,-29.336864836298922,0
822,99.00659006962029,99.76779094305265,-29.2882956118137,0
823,-1275.5884811780807,-1074.2983443696498,-674.4183618123782,1
824,99.00137698499164,99.78457542490693,-29.36202679202773,0
825,99.07948251908576,99.88872639117756,-29.21847444949571,0
826,99.18860331718507,99.81152668601895,-29.281912721280342,0
827,98.91593354898214,99.82697479954452,-29.209595944267182,0
828,98.93011490876253,99.9385921926221,-29.27534802414902,0
829,98.91209329017259,99.87212009552306,-29.225889589857008,0
830,98.91610528560213,99.91025625312946,-29.490343874314995,0
831,99.03429447330588,100.03211887515984,-29.354264563188035,0
832,-479.1923698080731,273.69651629102145,467.4552595313631,1
833,99.10394170646322,99.97201464837094,-29.217110972132513,0
834,98.973612360417,100.04475240085412,-29.313097578823427,0
835,-1274.3344297563285,-1070.6939255326158,-676.2381845503123,1
836,98.85387211112969,99.9470827617301,-29.56372108197244,0
837,-478.52069049178436,273.1345064949083,466.8377672788988,1
838,99.04328470621232,100.03579209676727,-29.24997760423067,0
839,98.97455379565262,99.88367085613851,-29.20831596128395,0
840,99.16798028352812,100.06719526794937,-29.270322231744117,0
841,99.00461925882931,100.06119738864429,-29.258660827717467,0
842,99.09915354752658,99.9751553776959,-29.318403262763976,0
843,99.13184699268439,99.95233349651902,-29.27391687519718,0
844,98.82339784341323,99.77751762895497,-29.486561538922214,0
845,98.99244518896688,100.01843512205632,-29.2530865706601,0
846,98.99068747680964,99.97401891172281,-29.42214523290102,0
847,98.9390238029249,100.05332486590245,-29.297967884173843,0
848,-478.61627382997017,274.2035919364093,466.462111441173,1
849,99.07111294586687,99.74715058556194,-29.453286936791,0
850,99.12467945068376,99.89181718413658,-29.28775389303589,0
851,98.96821908271806,99.79386200006367,-29.136645673030404,0
852,98.99667747469469,100.00615015586548,-29.383185468202708,0
853,98.77206182760942,99.83089358257726,-29.40765162121436,0
854,99.0334378245638,99.8511176516668,-29.15535575559666,0
855,99.0239471794714,99.9375027359715,-29.304310310253587,0
856,-1277.4513558759716,-1074.0525451204203,-675.0699398362194,1
857,98.886478762127,99.97284157515725,-29.286990755472747,0
858,99.01098345305866,100.00913259429612,-29.402319837646882,0
859,98.97770629579637,99.78465781462221,-29.342688438064346,0
860,99.00886814841277,99.8770364483707,-29.26331621367269,0
861,99.13931751680725,99.97482898027351,-29.439127124258036,0
862,98.88311118377547,99.71273156775092,-29.189601707614877,0
863,98.94994193915534,99.88160281799196,-29.32579389418091,0
864,98.92278304505203,99.95022224798574,-29.22711155818668,0
865,98.9507939475416,99.96297692082587,-29.202402014832476,0
866,98.78585995117821,100.027760983155,-29.252621144671917,0
867,99.23537390879237,99.90446915947625,-29.38975292154705,0
868,98.9601604839162,99.93144058251967,-29.163256904640896,0
869,99.04268050236021,99.93231710903719,-29.222099030892032,0
870,-478.5782870354189,273.57495907862693,466.44449899538023,1
871,99.04739308767661,99.87254393090963,-29.130905834600135,0
872,98.92053260189435,100.00603061662984,-29.163273700291967,0
873,99.0513969910475,100.09073214498817,-29.133818276321765,0
874,98.8405759608766,99.9736820257798,-29.415162477453315,0
875,-1276.166948455918,-1069.1886246136592,-672.9074871203414,1
876,98.96867628411475,99.82389729912946,-29.215523194904765,0
877,98.89153055944088,99.90403042655817,-29.41621056062205,0
878,-1275.9293645625712,-1068.0229227792581,-674.1350162653736,1
879,98.79613533194046,99.95520823776876,-29.355352165839818,0
880,98.96586591715777,99.72594879413869,-29.119421760312385,0
881,98.9945717603448,99.88370568575786,-29.46172403528338,0
882,99.04597722516972,99.88464397820653,-29.19361579763447,0
883,98.98126009117529,99.88347142443314,-29.218740142235003,0
884,98.98573008131918,100.00146009932791,-29.32681034993103,0
885,-1273.0493469836827,-1073.7376841570294,-674.9302013637872,1
886,98.98917518287905,99.90840982603807,-29.355824298377932,0
887,99.0178454752501,99.92155636136577,-29.336211089410824,0
888,99.01828231915592,99.9272043688588,-29.24861978499663,0
889,98.96378016637524,99.54467187332743,-29.328300670605984,0
890,99.08784553276409,99.83824629129073,-29.292900823103384,0
891,98.9293232101943,99.83847524057684,-29.36592451483976,0
892,98.9021235323252,99.94597146436594,-29.44282220816887,0
893,99.03851433609115,100.0042607038966,-29.202837662674323,0
894,-1276.8181532181488,-1069.5068181188362,-673.56438293401,1
895,98.98566146835509,99.96059016020968,-29.278258255271233,0
896,98.91178558550591,99.86760474076648,-29.33351666751565,0
897,98.9513812759976,99.8664477297195,-29.368766192940747,0
898,98.86568603599342,99.93265566233754,-29.273171657153537,0
899,98.9555039850714,99.88168564097832,-29.22482863949759,0
900,98.92341438251802,99.92782512433301,-29.259816033286036,0
901,99.22263568693295,99.92426284636423,-29.18542424974603,0
902,98.80931760179298,99.85174784990095,-29.195416822265997,0
903,99.00875304088812,99.95444664484882,-29.424379233817724,0
904,98.72839499288682,99.87493301986024,-29.386882550828368,0
905,99.01909382403079,99.95155057749498,-29.302716001835854,0
906,98.84753749266731,100.06353292338316,-29.379237410509994,0
907,99.02193190265083,99.98606426701917,-29.416473771450445,0
908,99.12414936423231,99.91794054532062,-29.354224022829882,0
909,99.04134031703914,99.89797453120487,-29.29445699288384,0
910,99.05919144028799,99.92449142994317,-29.151680614967127,0
911,99.06100829066727,99.99419615125299,-29.434866498341854,0
912,-478.2581668555716,273.4110247313986,466.38866505725736,1
913,99.15263686020828,99.8707867965049,-29.36121749362377,0
914,99.04572260770168,99.79370053667435,-29.138940971620634,0
915,99.02351056937239,99.81179010674266,-29.154120045797804,0
916,98.92556544691104,99.99432939337854,-29.45507332675607,0
917,-1276.6317122437229,-1073.8353492051085,-673.3418985950073,1
918,98.98559490321739,99.89487595045021,-29.279258379415765,0
919,98.92896295592992,100.05059837136585,-29.2236482937663,0
920,98.91124616473022,99.96475281621203,-29.420557902980992,0
921,98.9904754847378,99.88938969173621,-29.33838273283302,0
922,98.96102478216251,100.02906858643796,-29.408834904307213,0
